id,date,class4,partlybad,CO2168.mean,CO2168.std,CO2336.mean,CO2336.std,CO242.mean,CO242.std,CO2504.mean,CO2504.std,Glob.mean,Glob.std,H2O168.mean,H2O168.std,H2O336.mean,H2O336.std,H2O42.mean,H2O42.std,H2O504.mean,H2O504.std,H2O672.mean,H2O672.std,H2O84.mean,H2O84.std,NET.mean,NET.std,NO168.mean,NO168.std,NO336.mean,NO336.std,NO42.mean,NO42.std,NO504.mean,NO504.std,NO672.mean,NO672.std,NO84.mean,NO84.std,NOx168.mean,NOx168.std,NOx336.mean,NOx336.std,NOx42.mean,NOx42.std,NOx504.mean,NOx504.std,NOx672.mean,NOx672.std,NOx84.mean,NOx84.std,O3168.mean,O3168.std,O342.mean,O342.std,O3504.mean,O3504.std,O3672.mean,O3672.std,O384.mean,O384.std,Pamb0.mean,Pamb0.std,PAR.mean,PAR.std,PTG.mean,PTG.std,RGlob.mean,RGlob.std,RHIRGA168.mean,RHIRGA168.std,RHIRGA336.mean,RHIRGA336.std,RHIRGA42.mean,RHIRGA42.std,RHIRGA504.mean,RHIRGA504.std,RHIRGA672.mean,RHIRGA672.std,RHIRGA84.mean,RHIRGA84.std,RPAR.mean,RPAR.std,SO2168.mean,SO2168.std,SWS.mean,SWS.std,T168.mean,T168.std,T42.mean,T42.std,T504.mean,T504.std,T672.mean,T672.std,T84.mean,T84.std,UV_A.mean,UV_A.std,UV_B.mean,UV_B.std,CS.mean,CS.std
0,2000-03-21,II,False,372.396756756757,0.752494460590579,372.279391891892,0.716925812679477,372.876081081081,0.8175320710887,372.207837837838,0.681111077618858,127.050319148936,109.742152747872,4.14527027027027,0.289753462989163,4.1277027027027,0.29398758499076,4.2102027027027,0.273442328346255,4.11635135135135,0.298032433628892,4.11831081081081,0.301356092648232,4.17081081081081,0.285684554437645,149.591824324324,133.515370999556,0.0458783783783783,0.0501552562889163,0.0433108108108108,0.0542153493027425,0.0327027027027027,0.0466364517529099,0.0474999999999999,0.0457719130822701,0.0418918918918919,0.0440369565166979,0.0422297297297297,0.0430917538072536,1.0225,0.178477594394031,0.988243243243243,0.182035790067778,1.05256756756757,0.219613518355276,0.975743243243242,0.142160641224002,0.96581081081081,0.139854217166312,1.04506756756757,0.191430336244962,47.3906756756757,2.58703903506077,47.1476351351351,2.63791696874546,47.5468243243243,2.40798502638522,47.5027027027027,2.39103757246051,47.2388513513514,2.55081540215057,988.937972972974,0.890664831628187,237.998776595745,199.909913369,-0.0043648648648648,0.0070183874571463,44.2820270270269,24.6180491604181,53.7947297297297,12.4609622501059,54.0756081081081,12.3054007404388,53.7726351351351,12.5221317739947,54.4723648648649,12.1263572695131,55.9094594594594,12.3204205679487,53.3793918918919,12.4591002299224,35.7141216216217,22.5980211549708,0.0827027027027027,0.101274830462276,925.7,0.470162345981612,3.42225675675676,2.236655248331,3.65256756756757,2.34043908352318,3.08667567567568,2.09102231446006,2.72945945945946,2.04132654201337,3.61578378378379,2.28382470237638,6.23754255319149,4.37206313384287,0.115202659574468,0.104295206504617,0.0005099851351351,0.0001225750321203
1,2000-03-23,nonevent,False,372.889866666667,0.410638701508673,372.769205298013,0.380586430269215,373.387814569536,0.478567158700123,372.714966887417,0.360547498807415,215.997636122178,157.22023070545,4.2536,0.182871502911692,4.24470198675497,0.184002927320989,4.28609271523179,0.186751076783807,4.23602649006622,0.186340475009943,4.23655629139073,0.190214077143328,4.26306666666667,0.185233198448892,127.972368064953,131.099986377286,0.0513333333333333,0.0652683327293619,0.0508609271523179,0.0600326621915214,0.0455629139072847,0.0553128768803962,0.0509933774834437,0.0561278892873221,0.0463576158940397,0.0511661795031133,0.0547333333333333,0.0600413355004708,1.06153333333333,0.242048685176197,1.01867549668874,0.216073060164654,1.08615894039735,0.240124581352131,0.985761589403973,0.20373000788983,0.97615894039735,0.198110611955888,1.07606666666667,0.233881449539032,42.6098,2.62929124346335,42.3537748344371,2.62141405650255,42.6683443708609,2.7025788746957,42.6533112582782,2.69045491118864,42.4234,2.6487170073896,979.283559096944,0.189113489019219,422.540743691899,308.638703029003,-0.0047675962815404,0.0053325986326762,35.2904780876494,24.9204591039567,71.7157333333333,11.4807077364487,72.4658940397351,11.4145904450706,70.8214569536423,11.6531108520344,73.2913907284768,11.3929251754315,75.3894000000001,11.643620440096,70.7613333333333,11.5393638912923,28.7833466135459,21.1782504653866,0.118266666666667,0.116922200179669,923.098039215686,2.06160036826525,-0.533505976095617,1.95028760298045,-0.234116865869853,2.00967918397301,-0.890664010624171,1.90240499664754,-1.2596015936255,1.88841438344831,-0.323359893758301,1.97902666526927,11.6268683510638,7.20808283284274,0.301720185922975,0.229672355473144,0.0007057762666666,0.0002496087666825
2,2000-04-07,Ia,False,373.869464285714,0.655604359779004,373.788579881657,0.649312178072233,374.356309523809,0.629567439681002,373.737083333333,0.633824390729328,348.039583828775,209.405811937111,3.93547619047619,0.420170780111675,3.91721893491124,0.424632844905653,4.00553571428571,0.38243117486323,3.90458333333333,0.427054883186567,3.90886904761905,0.426923860599039,3.95726190476191,0.409436157322844,183.825285714286,176.092971136242,0.0201785714285714,0.0432991711318064,0.0240828402366863,0.0477769395607316,0.0211309523809524,0.0502976243202519,0.0260119047619047,0.0438989023767462,0.0305952380952381,0.0406489628500075,0.0259523809523809,0.0483529698663476,0.875535714285715,0.164774420027185,0.881479289940829,0.155044735816005,0.911011904761905,0.2911069928644,0.858809523809524,0.158566971528286,0.868928571428571,0.156500026646841,0.891011904761905,0.15758522028996,47.516130952381,2.92009718597913,47.1801785714286,2.82477882621332,47.6241666666667,2.89553784661119,47.5555357142857,2.91066565609847,47.327619047619,2.94050695007976,1001.79701545779,1.46646303056015,667.905897740785,411.180136297236,-0.0061831153388822,0.0085529026149169,50.7001902497028,26.4657271266957,53.34375,11.0922212959553,54.0173372781065,11.2789670726025,52.9593452380953,10.8507669167895,54.5269047619048,11.3084887278646,56.015,11.6540644396739,52.5192857142857,11.018597592249,40.0018192627825,25.1424158004274,0.162083333333333,0.106876470003081,924.839285714286,1.2472046666524,2.88800237812129,1.77327254773928,3.21928656361475,1.99987457104849,2.44927467300832,1.63027548707286,2.07982164090368,1.61097592177261,3.18105826397146,1.9295160255955,16.6888917954816,10.5049506981433,0.561250772889417,0.451129551108471,0.0008505766666666,0.0002443758073691
3,2000-04-09,Ib,False,376.006588235294,1.10978867111504,375.888888888889,1.05215657772612,376.779883040936,1.40324078194818,375.806257309941,0.960351665608681,365.411699882767,215.367254468325,4.28735294117647,0.446511188616083,4.27976608187135,0.458645003328378,4.3661403508772,0.418933187369865,4.27356725146199,0.461983727601182,4.27473684210526,0.464351940297663,4.30917647058823,0.434075803280242,222.275211267605,173.36239722104,0.0515882352941177,0.0743520800881552,0.060233918128655,0.0767421443872023,0.0342105263157894,0.0539808474233676,0.0528654970760234,0.0697683522739083,0.0460818713450291,0.0674700305495693,0.048,0.0646940912586844,1.42088235294118,0.532269716559216,1.4325730994152,0.56076768722601,1.39491228070175,0.452066325718138,1.35707602339181,0.40789948308878,1.34695906432748,0.404220518685257,1.41305882352941,0.491326000861819,47.4464117647059,2.84345788237752,46.7812865497076,3.03817022812306,47.6963157894737,2.60095477825239,47.6446783625731,2.48977279533925,47.1863529411765,2.77368033424706,1001.69962485346,1.91548633178846,703.907069167643,422.614004670075,-0.0072215709261429,0.0100768830353288,54.3260140679952,28.1448555879317,51.9891764705882,9.34213686536852,52.9653216374269,8.90314876794586,52.7071929824561,10.6584357787986,53.4762573099415,8.52388429983254,54.9978947368421,8.41688004307075,51.3076470588235,9.90126800164383,41.6877022274326,25.7213390998531,0.683058823529411,0.304166427230602,925.491228070176,1.4030936102763,4.3694021101993,3.00253398363106,4.54723329425557,3.20353316366807,3.89705744431418,2.8582009333381,3.49996483001173,2.83127824508808,4.67793669402111,3.16160140392527,17.456796014068,10.9674712648019,0.716453458382182,0.572409467330059,0.0020833465116279,0.0002026548864145
4,2000-04-14,nonevent,False,374.068238636364,1.25709632311307,374.042329545455,1.21480473418892,374.725480225989,1.37485781120349,374.048522727273,1.18470783838785,58.7983465458665,34.1584142511975,7.15488636363637,0.454347870043415,7.07892045454545,0.439851240348784,7.23361581920904,0.46361772725065,7.08056818181818,0.426091493741614,7.05485207100591,0.469006176359062,7.20548022598871,0.461297479576449,41.680092272203,35.5835565923437,0.064375,0.0626158925513324,0.070625,0.0670450275134981,0.0481920903954802,0.0550630562569444,0.072316384180791,0.0662960938485733,0.0667796610169491,0.0647225023561981,0.0548587570621469,0.0574961198753364,2.66897727272727,0.559256730767803,2.66869318181818,0.547380251388731,2.62960451977401,0.565511998086209,2.66016949152542,0.561331083003394,2.6483615819209,0.539950675665869,2.65073446327684,0.561641286562378,40.0379545454545,1.69335350057868,39.1761016949152,1.69920036368965,40.5820903954802,1.73512988535583,40.6762146892655,1.78678540045608,39.6060451977401,1.71186771943823,973.75269535674,1.5685937579914,121.232310305776,70.2589656151082,0.0,0.0,9.90949037372602,7.89600719088963,99.349375,1.02841467803604,98.7294318181818,1.27802737100538,99.5031073446328,0.569292777769706,99.3496590909091,1.83904381917102,101.45775147929,1.18703899713824,99.2419209039548,0.769183993876307,10.547757644394,10.2952628276065,0.159829545454545,0.131037505783947,828.525423728814,123.074599739794,1.89120045300114,0.952166956624613,2.02583238958098,0.895930496672646,1.74392978482446,0.947086990886724,1.4216194790487,0.934735695812476,2.00921857304644,0.92953732475501,4.27984371460929,2.42540903122432,0.146308154020385,0.106017327346094,0.0026500159090909,0.0008912296908277
5,2000-04-19,nonevent,False,376.229945355191,4.00590532458323,376.282967032967,4.01166503355508,376.668839779006,3.80466092543343,376.280824175824,3.92276834285148,328.733574561403,216.280241194673,8.18142076502732,0.819843293124199,8.13351648351648,0.793782988875707,8.29939226519337,0.840552176809889,8.11802197802198,0.782579273911779,8.11692307692307,0.780286379369238,8.22252747252747,0.831820334147863,219.863396226415,173.229908118943,0.0995081967213115,0.142096850923357,0.102527472527472,0.144914479688577,0.0783425414364641,0.101228640063278,0.096098901098901,0.13577138364755,0.0936813186813187,0.133264028139786,0.0948351648351648,0.133129460835075,3.52453551912568,1.49010460492597,3.57714285714286,1.52546327404941,3.50110497237569,1.51004263921683,3.57274725274725,1.53232900837566,3.53192307692308,1.51622464210316,3.52626373626374,1.47910802473769,47.1113661202186,9.36208743232479,46.0999447513813,9.51365845609106,48.0289010989011,8.49488386173811,48.1682417582418,7.85070375047321,46.602032967033,9.47204294234721,998.111743421052,0.708853628386555,628.061875,418.368203701714,-0.0019517543859649,0.0108439625006074,42.959024122807,25.676099181716,63.5879781420765,19.2042508103371,63.4891208791209,18.7630387900585,64.7278453038674,19.0109345523494,64.0444505494505,18.4035991097848,65.3589010989011,18.4501306019154,63.4006593406594,18.7272101972721,31.969725877193,21.2904860100954,0.542349726775956,0.453768649103555,925.966666666667,1.00787856859824,11.282423245614,3.01248127096804,11.1706798245614,3.24378412227949,10.9818201754385,2.81639183781182,10.6654495614035,2.73662567864647,11.3556688596491,3.07539543332973,16.5109243421053,10.9205801640484,0.711954605263158,0.608224628565186,0.0063478175824175,0.0021272746198203
6,2000-04-23,II,False,375.426310160428,3.26424632247952,375.436524064171,3.1108858820587,375.740215053764,3.27492421319194,375.337058823529,2.90378033392748,242.192618534482,190.952026384939,7.93417112299465,0.326184743187839,7.88272727272728,0.30242486928827,8.10618279569892,0.368029007265594,7.85983957219251,0.299241830380176,7.84368983957219,0.295739950525915,7.99795698924731,0.350784631361659,160.373120950324,149.664508047727,0.0688770053475935,0.114948894000091,0.0660427807486631,0.117776708218041,0.0440106951871658,0.0822627569153901,0.070855614973262,0.114934836647954,0.0606951871657754,0.102049156025561,0.0556149732620321,0.104490681739067,1.79026737967914,0.550229114698029,1.79545454545454,0.530624689488549,1.78042780748663,0.559155304639469,1.82213903743315,0.566523753571162,1.79374331550802,0.531359484248447,1.79609625668449,0.564777291092958,44.4132085561497,8.02188574713835,42.8844385026738,8.5354017410987,46.2094652406417,6.35375849590799,46.4842780748663,6.05809321714637,43.8310695187166,8.3594952084622,997.628577540107,2.49864674468888,472.855914438502,372.25200510674,0.0050267379679144,0.02241267449694,28.1908556149731,22.3215192911267,60.9073262032086,13.5396423260642,60.4743850267379,12.6816574008133,61.4447849462366,14.6181519594735,60.3203743315508,11.7900574281976,60.7562566844919,10.4768408651847,60.5067204301075,13.9735081976018,17.8407914438502,14.7322658102546,0.366149732620321,0.32421640694893,919.629032258064,40.3168735252549,11.2105454545455,2.93348340079851,11.4151764705883,3.19941816610256,11.1397112299465,2.45545846123536,10.9401069518717,2.17982136600515,11.4418930481284,3.04869929601832,13.0870139037433,9.77141547265323,0.525590588235295,0.476821110940486,0.0036804340425531,0.0021600995290467
7,2000-05-28,II,False,373.885288888889,4.78240488210141,373.842977777778,4.41063705356195,374.665223214286,5.52211225137344,373.7292,4.00783075900883,338.149109528049,318.331187197985,8.33444444444444,1.90084374540477,8.18066666666667,1.87352036856517,8.62924107142857,1.9205828372912,8.09084444444444,1.86244240030248,8.09635555555556,1.8886526891302,8.50013392857143,1.91959110927972,199.858433497537,245.736818196152,-0.0081777777777777,0.0457552148125182,-0.0077333333333333,0.0534499097954604,-0.0061607142857142,0.0449862068689517,-0.0031111111111111,0.0503834502936437,-0.0046666666666666,0.0490080168368984,-0.0039285714285714,0.0462078971927143,1.51795555555555,0.403834630424582,1.51253333333333,0.396500630516522,1.52058035714285,0.381260739338982,1.49053333333333,0.397820715182821,1.48955555555555,0.379548342697534,1.53058035714285,0.387681533081276,46.7042222222222,5.86647515582979,45.1685267857143,6.31641061928267,47.9061333333333,5.34961244257136,47.9358666666667,5.21751807786587,46.1140625,5.93857406263672,990.44786286732,1.21898348657216,639.66179875334,601.127764230128,-0.0010062333036509,0.009382111984112,39.8414336598398,34.4577535028517,60.7098222222222,24.6425578624454,59.7953777777777,24.1912516279211,62.5826339285714,25.1653043010599,59.7330666666667,24.0384919920115,61.0173777777777,24.6238441854283,61.4922321428572,25.0459824015166,20.6923597506678,18.8632883852389,-0.0032843137254902,0.137874425442692,879.346666666667,130.522286937471,12.4291451469279,3.03408265499557,12.5178183437222,3.35865338260912,12.1882991985753,2.83020300782128,11.8787711487088,2.7870485260928,12.533463935886,3.18736082150998,17.8326800356506,16.2953111612308,0.928365093499555,0.962612064995698,0.0039488705357142,0.0012303619095222
8,2000-06-01,II,False,370.104177777778,3.12834897185123,370.420666666667,3.03105297592379,370.876238938053,4.12299271193327,370.559288888889,2.99062499904635,314.469622807017,282.165112182334,8.24311111111111,0.657417913881318,8.13604444444444,0.674011775131469,8.5087168141593,0.645837708806188,8.08524444444444,0.699309645406621,8.04736607142857,0.704888586375487,8.36522123893805,0.64476296742999,216.497099811676,236.119330495444,0.0452192982456141,0.0799694059090331,0.0504824561403509,0.0829586949349279,0.0267543859649123,0.0687073294288349,0.0497368421052632,0.0830578645098953,0.0482456140350877,0.0711732466447,0.0351315789473685,0.070800832912532,1.61649122807018,0.423256688774457,1.60385964912281,0.477454721467763,1.57675438596491,0.417484591741913,1.59355263157895,0.455580292049664,1.59679824561403,0.427642666094895,1.6065350877193,0.386775684966739,40.1720614035087,7.51198400300554,37.5791228070175,7.57275682451101,41.2983771929825,7.66936468187676,41.1550877192983,7.59915097803597,39.2327631578948,7.37996584379312,997.908254385961,0.723108004000671,602.222835820894,534.150078309734,-0.0019210526315789,0.0123275779808296,39.1188333333333,31.1918002150727,65.3539111111111,16.1199799990768,64.8236444444444,16.1737783557704,67.1232743362831,17.216122285939,65.1716444444445,16.4151207639312,66.4332589285714,16.8998688031873,65.7049557522124,16.2317237325974,19.5056929824561,16.9234189305526,-0.0240298507462687,0.129337462107765,921.96,4.82515928878644,10.8345964912281,2.53822466946546,10.9692017543859,3.02152418578186,10.5629210526315,2.41756681400349,10.2273245614035,2.4104232139108,10.9691666666667,2.72505026628145,17.3382546093064,13.6300599944964,0.693601757469244,0.646784659113958,0.0024908089285714,0.0003430760781737
9,2000-06-03,nonevent,False,372.547939698492,2.65956407842617,372.577085427136,2.56385551440138,372.95175879397,2.87443686572884,372.5713,2.51106222093099,188.829369544132,154.314617636192,8.21266331658291,2.54877677973974,8.12623115577889,2.5332622332196,8.38663316582914,2.61019876581771,8.08700000000001,2.53700947681067,8.06751243781094,2.53761537296229,8.28666666666667,2.56977946475216,121.617993384785,133.371324052937,-0.0018181818181818,0.0452598506845425,0.0019095477386934,0.0433376671410537,0.0021608040201005,0.0432266083337237,-0.0021608040201005,0.0429922975407821,-0.0028,0.0437576698230346,0.0027272727272727,0.0474275976507367,0.756919191919191,0.391788951183407,0.757788944723617,0.402504954080048,0.778442211055275,0.394721594031903,0.744271356783918,0.4130159420868,0.749199999999999,0.409627064118438,0.77161616161616,0.393249399870995,34.8030653266332,2.78887221526635,34.0047236180904,2.97102094464685,35.4382,2.76042760506667,35.3237810945274,2.75102719576539,34.3934848484849,2.89510219650285,983.725714285717,3.16820450434111,356.259007707129,293.866369143978,-0.0011244979919678,0.0048640370610897,22.4111144578313,17.5109247755631,71.1882828282828,20.1410719367724,70.6991959798995,20.0362838889241,71.8438190954775,20.4680913403918,71.2456783919597,20.1375108403581,72.6501,20.5730477435232,71.0935858585859,20.114409002327,10.5104618473895,8.90784112764293,-0.0091666666666666,0.134107904836816,911.969696969697,32.4174547935425,8.79649598393579,1.06087404515444,8.95934738955828,1.00687330137826,8.57966867469884,1.10880994228189,8.24944779116469,1.13590545482299,8.93240963855426,1.03485333452978,10.9688359073359,8.45975741706914,0.444543532818532,0.424066323778447,0.0017142711111111,0.0008695317433936
